song_id,track_id,title,artist_name,genre,song_hotttnesss,duration,filename,midi_filename,release,release_7digitalid,track_7digitalid,title_and_artist,loudness,tempo,time_signature,key,mode,artist_mbid,idx_artist_terms,idx_similar_artists,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_playmeid,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
SOTWBBE12A6310EBFC,TRSKVVZ128F4264085,You'll Never Walk Alone,Katherine Jenkins,classical,0.6579640491969715,135.91465,TRSKVVZ128F4264085,524f007a6ac27aacdf05bdd3cab1f137.mid,Katherine Jenkins / Second Nature,1846,2234183,Katherine Jenkins-You'll Never Walk Alone,-9.382,169.364,3,0,1,864f4d00-ce12-400d-8942-9af0ca4b1c94,0,0,154779,0.6441208757092045,0.4249874447986723,ARWD3QD1187FB51DC0,,"Neath, South Wales",,-1,43.5582825,-29.44211,53.56686,-8.5027225,8.35072,-18.312135,-27.9918775,-6.80807,35.8330975,6.8855825,-0.7823525,16.56268,46.1416989627,1233.4454237,2274.96903307,1569.88337737,812.546132252,318.094154987,1017.10036868,392.623829295,1010.49107872,244.955200833,168.583836113,718.779541353
SOVJNQY12A8C13A5B4,TRIJHMP128F42899A6,Grande valse_ Op. 42 in A-Flat,Evgeny Kissin,classical,0.6499897555055976,210.99057,TRIJHMP128F42899A6,05e346aa0b5333aa91e59847dc9cbb33.mid,Volume 1_ Chopin:  Recorded at Carnegie Hall,295655,3320290,Evgeny Kissin-Grande valse_ Op. 42 in A-Flat,-26.149,100.585,4,8,1,5761282a-0965-4ff6-9796-7b9ba0ed70e2,0,0,2050,0.4937943725598287,0.4530276015359629,ARRU7ZK1187B9982E0,40.71455,"NYC/London, New York",-74.00712,14218,25.56024613,-134.43323065,29.0390232198,-3.03001083591,40.0041362229,-23.2991099071,-10.853252322,5.16326315789,-24.9150371517,-3.40408359133,6.581874613,3.02507739938,39.8574628543,929.641746499,2069.34056389,882.441507909,1409.57210272,328.480669516,699.727188839,257.542872206,695.907037048,114.324509371,86.5530263202,378.279193585
SOFFWIL12A6D4F6D50,TRHWETQ128F1463567,For The Love Of A Princess (Braveheart),Myleene Klass,classical,0.6499131981038849,231.07873,TRHWETQ128F1463567,7472138d8f0c0d0b4d49545d42601e60.mid,Myleene - Moving On,26722,289319,Myleene Klass-For The Love Of A Princess (Braveheart),-17.499,111.792,5,9,0,060f0ad4-9c6e-41a9-90fd-355636641971,0,0,170956,0.5976936138645372,0.4252847442864356,AR21WU61187FB47878,,,,-1,33.7386451613,-111.783241935,23.7578422939,2.89189964158,-15.1526612903,-18.7795663082,-7.73912724014,3.98233333333,2.56969892473,4.26151971326,3.67798566308,-1.61724193548,42.2668827701,1883.46085507,3685.50028237,972.776650768,657.217446314,465.837719382,393.787062487,249.272626068,375.611930135,137.117595526,115.748462043,307.084270381
SOLBBAU12A6D4F6D54,TRVTYVI128F146356B,Moonlight Sonata,Myleene Klass,classical,0.631393138654833,204.042,TRVTYVI128F146356B,f71ed3f51698b07a4fc6cd61e191428b.mid,Myleene - Moving On,26722,289323,Myleene Klass-Moonlight Sonata,-12.429,95.999,3,1,0,060f0ad4-9c6e-41a9-90fd-355636641971,0,0,170956,0.5976936138645372,0.4252847442864356,AR21WU61187FB47878,,,,-1,37.780849835,-89.1942937294,7.72719471947,5.06059735974,-2.50725577558,-9.40498514851,1.14602640264,-10.440290429,-1.36197194719,-1.28058250825,0.803316831683,1.41783663366,41.999553088,6147.76217601,1768.18493743,1015.57688679,1062.23456785,992.026849404,475.33574997,867.487536563,626.296769364,418.086320639,299.158839068,275.1331921
SOLPYJF12A6D4F6D58,TRDVWAK128F146356F,Sarabande,Myleene Klass,classical,0.6164957942730395,212.92363,TRDVWAK128F146356F,faaec3925bb31cd31455bededaf28bdf.mid,Myleene - Moving On,26722,289327,Myleene Klass-Sarabande,-14.826,133.99,3,2,0,060f0ad4-9c6e-41a9-90fd-355636641971,0,0,170956,0.5976936138645372,0.4252847442864356,AR21WU61187FB47878,,,,-1,36.9935535714,-99.8238928571,11.3724484127,-9.18474603175,-19.5365992063,-8.48688690476,-1.43277579365,1.79547619048,5.40356944444,2.6945515873,-2.77674404762,-5.09046825397,44.3335014773,2496.65479531,1410.33316454,1059.43352531,296.980712498,669.616055838,281.828361876,189.368121519,215.658643455,151.744083525,152.497993357,229.049373066
SOMKRHV12A6D4F6D5A,TRBTXCR128F1463571,Gymnopedie - Live the dream,Myleene Klass,classical,0.5937550214364468,224.31302,TRBTXCR128F1463571,9e21bbd099489c0219314ba2df3c55a5.mid,Myleene - Moving On,26722,289329,Myleene Klass-Gymnopedie - Live the dream,-23.369,85.212,4,7,1,060f0ad4-9c6e-41a9-90fd-355636641971,0,0,170956,0.5976936138645372,0.4252847442864356,AR21WU61187FB47878,,,,-1,29.9638654292,-135.291819026,2.06010440835,-15.2186658933,10.892025522,-26.2466148492,-6.50513921114,7.22203944316,3.2995800464,3.57019025522,0.723723897912,-4.79711832947,34.8902034297,2834.94792296,1513.99478891,1290.98173763,957.808374466,305.667069559,973.175378681,358.701527142,368.132924104,216.766422785,131.004064047,469.276226049
SOUCDUD12A8C14519C,TRXPPVX128F92D1403,Panis Angelicus,Katherine Jenkins,classical,0.5937401394265502,159.99955,TRXPPVX128F92D1403,7e1e7fba0864cc2c879de2a350c39b25.mid,Sacred Arias,319713,3605060,Katherine Jenkins-Panis Angelicus,-15.902,86.194,4,7,1,864f4d00-ce12-400d-8942-9af0ca4b1c94,0,0,154779,0.6441208757092045,0.4249874447986723,ARWD3QD1187FB51DC0,,"Neath, South Wales",,-1,35.5471660777,-106.721526502,66.2653710247,-7.35401590106,9.60960777385,-11.4136819788,-36.8124558304,-3.02817667845,-2.32615371025,-5.94643992933,2.23648409894,11.6808498233,65.632823824,1805.56832628,3322.60623623,1380.68385188,1198.84666543,263.740388984,1435.54370624,296.172082612,789.166541363,224.747258066,193.991561172,387.219153647
SOWJYYK12A8C138B04,TRUJSHJ128F428F45A,Berceuse_ Op. 57,Evgeny Kissin,classical,0.5692756506754788,281.96526,TRUJSHJ128F428F45A,86d9b5208dc52d46b71f38afcef9466a.mid,Chopin: Ballades_ Berceuse_ Barcarolle_ Scherzo No.4,296931,3344009,Evgeny Kissin-Berceuse_ Op. 57,-44.241,108.191,4,1,1,5761282a-0965-4ff6-9796-7b9ba0ed70e2,0,0,2050,0.4937943725598287,0.4530276015359629,ARRU7ZK1187B9982E0,40.71455,"NYC/London, New York",-74.00712,14218,11.6306746507,-45.3738223553,-28.4562315369,-31.4688183633,106.555081836,-42.6949520958,-12.6274111776,14.9252854291,-25.4514730539,2.6349740519,-0.445768463074,3.4326746507,7.44519141311,1339.79677711,1468.89633222,739.124156488,1833.39395378,158.88521205,1981.31611432,210.685760695,1581.73476714,253.565530836,58.1371965691,1008.18489142
SOBRDAS12A6310EBF2,TREIVVM128E0783871,House Of No Regrets,Katherine Jenkins,classical,0.5630472652924973,209.84118,TREIVVM128E0783871,745fca5e66fc07308cec9907d7e1bc55.mid,Katherine Jenkins / Second Nature,1846,15976,Katherine Jenkins-House Of No Regrets,-11.718,92.266,4,9,0,864f4d00-ce12-400d-8942-9af0ca4b1c94,0,0,154779,0.6441208757092045,0.4249874447986723,ARWD3QD1187FB51DC0,,"Neath, South Wales",,-1,42.2815742251,-8.1079771615,39.7662398042,-13.9981044046,-3.61732626427,-13.64491354,-28.7335725938,-5.49267373573,22.7036786297,4.42667862969,-0.667982055465,17.2832169657,37.9916743489,2583.00004439,2100.52176603,1362.95069432,1208.44267214,242.263834617,1338.64256512,342.838292631,824.433825086,241.360430019,218.569623388,638.128239481
SOTNRAN12A8AE48FFC,TROIEWC128F425AD35,Fantaisie-Impromptu in C-Sharp Minor_ Op. 66,Evgeny Kissin,classical,0.5527051139046104,350.85016,TROIEWC128F425AD35,f4a78f85d6706fa7e51d213a6e3bcd08.mid,Kissin Plays Chopin - The Verbier Festival Recital,279154,3109046,Evgeny Kissin-Fantaisie-Impromptu in C-Sharp Minor_ Op. 66,-23.485,81.011,4,1,1,5761282a-0965-4ff6-9796-7b9ba0ed70e2,0,0,2050,0.4937943725598287,0.4530276015359629,ARRU7ZK1187B9982E0,40.71455,"NYC/London, New York",-74.00712,14218,26.6307428977,-141.246382102,11.72175,-12.7192414773,52.9959446023,-28.7802585227,-9.07955397727,4.234171875,-18.5049375,-4.00560795455,4.08649431818,-2.15522443182,84.3616843813,2446.31069476,4484.74204711,1442.0836384,1644.1094881,345.647330947,636.391036517,354.629886961,591.907782039,137.131791093,138.965308696,429.397759606
SOQAUEY12A6310EBFA,TRLQJGD128F932E309,Laudate Dominum,Katherine Jenkins,classical,0.5498443142160107,235.72853,TRLQJGD128F932E309,36e2f51c6035f64b8c8981c0494fc8bd.mid,La Diva,365113,4062707,Katherine Jenkins-Laudate Dominum,-12.435,28.355,4,5,1,864f4d00-ce12-400d-8942-9af0ca4b1c94,0,0,154779,0.6441208757092045,0.4249874447986723,ARWD3QD1187FB51DC0,,"Neath, South Wales",,-1,42.1943224806,-30.6856031008,64.1864806202,-6.63606976744,-7.29403875969,-16.6246775194,-31.3199488372,-6.44111782946,28.4573209302,6.24940465116,-0.73379379845,8.30268372093,26.1548585286,1751.23999764,1812.63095645,1323.13282393,1282.36441682,216.893489561,1018.72301592,352.116396188,1449.40310877,208.49258141,181.094474936,803.24978945
SOTOPVE12AB018A5EA,TRAMYSA12903CE515C,Endless Love [with Amaury Vassili],Katherine Jenkins [with Amaury Vassili],classical,0.5412685338548686,256.83546,TRAMYSA12903CE515C,b8cf536339e8fd0351c8b62c09e14f4c.mid,Believe,774692,8572783,Katherine Jenkins [with Amaury Vassili]-Endless Love [with Amaury Vassili],-7.481,94.171,4,0,1,864f4d00-ce12-400d-8942-9af0ca4b1c94,0,0,154779,0.6441208757092045,0.4249874447986723,ARWD3QD1187FB51DC0,,"Neath, South Wales",,-1,47.2993415765,-51.9911962906,60.2531545595,-5.92774034003,-6.58901700155,-16.2526955178,-15.6326166924,-4.21706646059,6.13697836167,-1.99145904173,0.220372488408,12.2083075734,34.7389431955,2486.39062536,1182.12297863,928.938621014,832.396641745,281.238307983,629.233123547,251.830545345,438.899010454,164.557854848,123.826309266,327.973197137
SOBGOIJ12A6D4FA4C5,TRKEGGQ12903CA1F5C,Sancta Maria,Katherine Jenkins,classical,0.5224281331541856,229.17179,TRKEGGQ12903CA1F5C,b85a8b3309ee2d4b035fe31a57c4b545.mid,Rejoice,572562,6344945,Katherine Jenkins-Sancta Maria,-12.214,79.445,4,5,1,864f4d00-ce12-400d-8942-9af0ca4b1c94,0,0,154779,0.6441208757092045,0.4249874447986723,ARWD3QD1187FB51DC0,,"Neath, South Wales",,-1,43.1285378347,-30.4094633295,81.8795355064,-0.41836088475,4.44128172293,-4.94778812573,-55.5883050058,-10.8928381839,10.0013201397,-6.07484749709,3.39284284051,13.3260395809,16.4573721368,1804.94233065,2164.20642189,1189.71084655,1088.91714119,326.256888819,1300.99842324,357.984135675,785.932164644,224.42847785,205.794455392,423.825921703
SOQLXAQ12A8C1389BE,TRUFJHB128F428F440,Ballade No. 2_ Op. 38,Evgeny Kissin,classical,0.5033812362063191,454.73914,TRUFJHB128F428F440,bdf0b98f3601f736ae26ffc8b0619edb.mid,Chopin: Ballades_ Berceuse_ Barcarolle_ Scherzo No.4,296931,3343983,Evgeny Kissin-Ballade No. 2_ Op. 38,-21.261,57.247,1,5,1,5761282a-0965-4ff6-9796-7b9ba0ed70e2,0,0,2050,0.4937943725598287,0.4530276015359629,ARRU7ZK1187B9982E0,40.71455,"NYC/London, New York",-74.00712,14218,27.6711597444,-115.577748669,6.59294781683,-10.9193237487,37.8221735889,-17.8849041534,-21.7368146965,-0.608805111821,-16.2654834931,-2.66053354633,6.36757082002,14.5701789137,133.002728916,1945.25349268,3315.20146577,1236.52821963,2182.25926226,411.198984257,482.538413222,372.165444406,725.285608245,173.532633791,105.991918021,358.741459966
SOXNXUC12A6D4F7235,TRMKENO128F1477AF8,Hard Road (Radio Mix) (New Mix),The Shore,classical,0.4666966158043343,219.55873,TRMKENO128F1477AF8,b83b595b6a567ea163cfd0acc3eda36a.mid,Hard Road,36315,389335,The Shore-Hard Road (Radio Mix) (New Mix),-4.179,166.345,4,0,1,ed3a6b07-6145-4dab-8d88-df8e2e075151,0,0,25224,0.5819817112881682,0.0,AR3UTZD1187B98B1EC,34.09271,"Silverlake, CA",-118.26753,-1,51.6707618182,7.97101818182,-1.10965818182,-15.9504181818,-0.631354545455,-23.7468254545,-1.07121272727,-9.32943818182,-1.19289818182,-6.30840363636,-0.0717218181818,2.18398727273,18.357035916,1041.56869461,870.20711492,735.802038709,446.643752087,440.869544177,391.071036604,342.286575759,249.576706793,235.719576899,134.051302928,206.225648773
SOJWEFQ12A8C135318,TRFCUGG128F42681A8,Unaccompanied Cello Suite No. 1 in G Major_ BWV 1007/Sarabande,Yo-Yo Ma,classical,0.4432913119053975,176.29995,TRFCUGG128F42681A8,fabd886e65206f73b7c0eb5e3ff885cd.mid,Bach: Unaccompanied Cello Suites,283928,3179052,Yo-Yo Ma-Unaccompanied Cello Suite No. 1 in G Major_ BWV 1007/Sarabande,-24.677,40.798,4,7,1,62fe877d-b7a5-43e8-952e-2610d7614bff,0,0,2291,0.7258093781979584,0.5050072429101204,ARV6SRA1187FB39540,48.85692,"Paris, France",2.34121,8844,27.8923699284,-90.652673031,39.8491527446,-14.8927661098,-12.5777804296,-20.9155155131,-8.86911694511,1.70828162291,-13.3743245823,-2.05805011933,-4.00070405728,-8.36480668258,41.4341647677,2195.65591935,1962.00523519,1068.78489024,707.262378983,206.530182355,353.211197869,225.543958851,301.937624572,85.6363988209,135.63378513,258.132840667
SOCMLRD12AAA8C79E0,TRIONIM128F92EF948,Etude in C sharp minor_ Op. 2 No. 1,Marc-André Hamelin,classical,0.4408264404988793,173.60934,TRIONIM128F92EF948,f243a5fd61f80d52740aa61bbfbf2418.mid,Rarities of Piano Music 2002: Live Recordings from the Husum Festival,480471,5333057,Marc-André Hamelin-Etude in C sharp minor_ Op. 2 No. 1,-31.478,136.387,3,1,0,28bdba1f-35c9-4c13-a728-7a72ea37b3ea,0,0,354531,0.4409910264742857,0.3535457213081309,ARKJWZZ1187B9A510D,,,,-1,18.3261553785,-115.624768924,-26.7204063745,-23.029063745,91.4808286853,-21.7196175299,-35.4655856574,11.5001752988,-28.7026095618,1.55989243028,3.06186454183,6.90620318725,47.6023357328,2889.08323306,2312.85700917,1325.81410106,1152.45829505,556.188639519,517.230749884,334.748012997,517.428166214,178.290407459,75.4256051131,320.952555875
SOGRDYW12A8C13A5BA,TRFJGTD128F42899A8,Grande valse brillante_ Op. 34_ No. 2 in A Minor,Evgeny Kissin,classical,0.4274465714884308,380.00281,TRFJGTD128F42899A8,8fa96e7a29ae182108d3f674ac01c377.mid,Volume 1_ Chopin:  Recorded at Carnegie Hall,295655,3320292,Evgeny Kissin-Grande valse brillante_ Op. 34_ No. 2 in A Minor,-35.868,135.984,3,9,0,5761282a-0965-4ff6-9796-7b9ba0ed70e2,0,0,2050,0.4937943725598287,0.4530276015359629,ARRU7ZK1187B9982E0,40.71455,"NYC/London, New York",-74.00712,14218,16.6320116732,-100.997474708,-39.0298015564,-33.4372542153,81.3276342412,-32.3773566796,-23.956613489,11.4811024643,-25.5894967575,2.86216083009,0.185871595331,-2.87349286641,29.1662352489,1790.31903246,2739.21966341,973.055848187,835.580177127,338.009770442,499.691326507,191.323119423,381.439611586,140.728833204,57.6041553596,232.628448948
SONINPE12A8C145D93,TRPUOVN128F92EE1AE,The Punch And Judy Show Op. 18/6 (Live),Marc-André Hamelin,classical,0.4079017172180738,38.60853,TRPUOVN128F92EE1AE,ff85dd574badbb76306be21405b00772.mid,Rarities Of Piano Music 2004: Live Recordings From the Husum Festival,479948,5327013,Marc-André Hamelin-The Punch And Judy Show Op. 18/6 (Live),-22.165,171.758,1,2,1,28bdba1f-35c9-4c13-a728-7a72ea37b3ea,0,0,354531,0.4409910264742857,0.3535457213081309,ARKJWZZ1187B9A510D,,,,-1,29.6888211382,-134.626170732,62.4006097561,27.1210650407,43.4139756098,-4.19721138211,-20.4734146341,0.911056910569,-33.7070162602,-8.36617073171,8.66982113821,-4.59839837398,33.7669162932,5942.14411782,1567.04275115,2715.51084817,2098.47714336,689.433197549,972.261263072,459.311957322,926.683154,294.544437166,299.180976391,629.598450435
SOAGLXT12A8C13A5C2,TRMCYHH128F42899AB,Grande valse brillante_ Op. 34_ No. 1 in A-Flat,Evgeny Kissin,classical,0.4051157216913865,298.9971,TRMCYHH128F42899AB,09750c149ebcb6f043d8e628538c1ac4.mid,Volume 1_ Chopin:  Recorded at Carnegie Hall,295655,3320295,Evgeny Kissin-Grande valse brillante_ Op. 34_ No. 1 in A-Flat,-24.087,95.446,4,8,1,5761282a-0965-4ff6-9796-7b9ba0ed70e2,0,0,2050,0.4937943725598287,0.4530276015359629,ARRU7ZK1187B9982E0,40.71455,"NYC/London, New York",-74.00712,14218,27.245841639,-125.714786268,32.382055371,2.64914174972,30.7039568106,-17.5005625692,-12.3553078627,1.18745182724,-16.6026179402,-2.02944850498,5.49721040975,2.47673200443,43.5680861266,1342.15945874,1876.00331908,1083.33818283,1409.85752905,559.287111303,652.563637713,324.271360467,658.024327177,143.227834808,143.758101581,418.171580819
SOLUIYX12AB018F714,TRIOWUU12903CDA76E,Symphony No.36 in C major (Linz)_ K.425 ii Adagio,Scottish Chamber Orchestra,classical,0.4051157216913865,727.32689,TRIOWUU12903CDA76E,126173a326bd89ea0475ca2a1c2eeccb.mid,Mozart Symphonies 29_ 31 (Paris)_ 32_ 35 (Haffner) & 36 (Linz),725640,8041578,Scottish Chamber Orchestra-Symphony No.36 in C major (Linz)_ K.425 ii Adagio,-26.098,102.739,3,0,1,068632ae-2db3-4817-be30-f035fdc2478b,0,0,159291,0.3997021151009883,0.3261459273117182,ARLKYO81187B9AB46B,56.65286,Scotland,-3.99667,62771,24.4056606452,-59.2805787097,68.5269664516,-8.2776116129,13.7796464516,-14.4280670968,-8.42990774194,3.30497032258,-18.9508180645,2.08300322581,-6.22744709677,-6.79586967742,55.1312566087,3025.94136215,2687.40763411,1918.14187322,1014.37784088,271.053275514,812.802561294,421.255812048,480.929752484,176.005237146,289.146223205,364.699022035
